DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-04-26","State","Guam","66","Total","Total","73651.00000","50262.00000","165768.00000","0.44430167463","0.30320689156","123487.00000","140740.00000","CDC State and National Vaccination Data","2021-04-27T09:26:09.124Z"
"2021-04-16","State","Guam","66","Total","Total","68499.00000","41096.00000","165768.00000","0.41322209353","0.24791274552","109194.00000","140740.00000","CDC State and National Vaccination Data","2021-04-17T09:25:15.895Z"
"2021-04-11","State","Guam","66","Total","Total","64054.00000","36210.00000","165768.00000","0.38640750929","0.21843781671","100199.00000","129900.00000","CDC State and National Vaccination Data","2021-04-12T09:26:37.000Z"
"2021-03-31","State","Guam","66","Total","Total","54839.00000","32133.00000","165768.00000","0.33081776941","0.19384320255","87540.00000","87860.00000","CDC State and National Vaccination Data","2021-04-01T09:25:23.029Z"
"2021-02-20","State","Guam","66","Total","Total","31950.00000","16104.00000","165768.00000","0.19273925004","0.09714782105","48387.00000","51300.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-08","State","Guam","66","Total","Total","23693.00000","5838.00000","165768.00000","0.14292867140","0.03521789489","29719.00000","51300.00000","CDC State and National Vaccination Data","2021-02-09T08:25:21.339Z"
"2021-02-05","State","Guam","66","Total","Total","21871.00000","5321.00000","165768.00000","0.13193740650","0.03209907823","27369.00000","51300.00000","CDC State and National Vaccination Data","2021-02-06T08:25:23.882Z"
"2021-01-27","State","Guam","66","Total","Total","14269.00000","3869.00000","165768.00000","0.08607813329","0.02333984846","18263.00000","34300.00000","CDC State and National Vaccination Data","2021-02-01T12:28:55.598Z"
"2021-02-20","State","Georgia","13","Total","Total","1181826.00000","568299.00000","10617423.00000","0.11131006083","0.05352513505","1786755.00000","2292085.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-06-02","State","Hawaii","15","Total","Total","946896.00000","676500.00000","1415872.00000","0.66877231840","0.47779742802","1592196.00000","1848100.00000","CDC State and National Vaccination Data","2021-06-03T09:25:18.807Z"
"2021-04-01","State","Hawaii","15","Total","Total","455591.00000","276272.00000","1415872.00000","0.32177414343","0.19512498305","717790.00000","993480.00000","CDC State and National Vaccination Data","2021-04-02T09:26:52.096Z"
"2021-02-20","State","Hawaii","15","Total","Total","215488.00000","96971.00000","1415872.00000","0.15219454866","0.06848853569","312730.00000","397750.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-08","State","Nebraska","31","Total","Total","165037.00000","67636.00000","1934408.00000","0.08531654129","0.03496470238","234061.00000","346375.00000","CDC State and National Vaccination Data","2021-02-09T08:25:21.339Z"
"2021-06-11","State","Guam","66","Total","Total","94359.00000","77546.00000","165768.00000","0.56922325177","0.46779836880","169333.00000","215770.00000","CDC State and National Vaccination Data","2021-06-12T13:25:18.929Z"
"2021-05-26","State","Guam","66","Total","Total","86948.00000","70130.00000","165768.00000","0.52451619130","0.42306114570","155296.00000","207370.00000","CDC State and National Vaccination Data","2021-05-27T09:25:29.970Z"
"2021-04-08","State","Guam","66","Total","Total","62313.00000","34813.00000","165768.00000","0.37590487911","0.21001037595","97187.00000","129900.00000","CDC State and National Vaccination Data","2021-04-09T13:27:22.129Z"
"2021-02-21","State","Guam","66","Total","Total","32024.00000","16121.00000","165768.00000","0.19318565706","0.09725037402","48479.00000","51300.00000","CDC State and National Vaccination Data","2021-02-22T08:25:20.440Z"
"2021-01-20","State","Guam","66","Total","Total","3785.00000","0.00000","165768.00000","0.02283311616","0.00000000000","3791.00000","34300.00000","CDC State and National Vaccination Data","2021-01-20T14:00:25.221Z"
"2021-05-25","State","Arkansas","05","Total","Total","1170081.00000","915272.00000","3017804.00000","0.38772597558","0.30329073724","2032185.00000","2743770.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-05-07","State","Arkansas","05","Total","Total","1098559.00000","820992.00000","3017804.00000","0.36402596060","0.27204947704","1872359.00000","2666140.00000","CDC State and National Vaccination Data","2021-05-08T09:25:25.731Z"
"2021-05-03","State","Arkansas","05","Total","Total","1083702.00000","792348.00000","3017804.00000","0.35910284432","0.26255780694","1829914.00000","2644650.00000","CDC State and National Vaccination Data","2021-05-04T13:25:14.281Z"
"2021-04-30","State","Arkansas","05","Total","Total","1071773.00000","765888.00000","3017804.00000","0.35514996998","0.25378984189","1787295.00000","2636070.00000","CDC State and National Vaccination Data","2021-05-01T13:25:22.318Z"
"2021-04-27","State","Arkansas","05","Total","Total","1055239.00000","732746.00000","3017804.00000","0.34967115161","0.24280768400","1737538.00000","2614560.00000","CDC State and National Vaccination Data","2021-04-28T09:25:24.594Z"
"2021-04-22","State","Arkansas","05","Total","Total","1033132.00000","683800.00000","3017804.00000","0.34234562616","0.22658860549","1667028.00000","2504630.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-03-21","State","Arkansas","05","Total","Total","670894.00000","345022.00000","3017804.00000","0.22231198580","0.11432882984","999488.00000","1466950.00000","CDC State and National Vaccination Data","2021-03-22T09:26:34.789Z"
"2021-03-01","State","Arkansas","05","Total","Total","424534.00000","233135.00000","3017804.00000","0.14067646540","0.07725319471","661572.00000","892660.00000","CDC State and National Vaccination Data","2021-03-02T08:25:28.284Z"
"2021-02-20","State","Arkansas","05","Total","Total","364735.00000","152675.00000","3017804.00000","0.12086106321","0.05059142343","520904.00000","691525.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-03","State","Arkansas","05","Total","Total","256307.00000","63356.00000","3017804.00000","0.08493162578","0.02099407384","322447.00000","499325.00000","CDC State and National Vaccination Data","2021-02-04T12:25:18.809Z"
"2021-06-13","State","Maine","23","Total","Total","873932.00000","780132.00000","1344212.00000","0.65014447126","0.58036381166","1550876.00000","1818640.00000","CDC State and National Vaccination Data","2021-06-14T09:25:13.823Z"
"2021-06-10","State","Maine","23","Total","Total","869249.00000","768976.00000","1344212.00000","0.64666064579","0.57206452554","1535266.00000","1809810.00000","CDC State and National Vaccination Data","2021-06-11T13:25:22.585Z"
"2021-05-28","State","Maine","23","Total","Total","844805.00000","726161.00000","1344212.00000","0.62847601420","0.54021315090","1471942.00000","1753040.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-05-27","State","Maine","23","Total","Total","841213.00000","720554.00000","1344212.00000","0.62580381666","0.53604193386","1462994.00000","1751500.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-20","State","Maine","23","Total","Total","810049.00000","680621.00000","1344212.00000","0.60261997364","0.50633456627","1393589.00000","1705160.00000","CDC State and National Vaccination Data","2021-05-21T17:25:10.208Z"
"2021-04-14","State","Maine","23","Total","Total","616642.00000","404943.00000","1344212.00000","0.45873865134","0.30124935650","947441.00000","1074270.00000","CDC State and National Vaccination Data","2021-04-15T21:25:36.929Z"
"2021-04-13","State","Maine","23","Total","Total","607695.00000","398430.00000","1344212.00000","0.45208270719","0.29640413863","981012.00000","1065300.00000","CDC State and National Vaccination Data","2021-04-14T09:25:22.702Z"
"2021-04-09","State","Maine","23","Total","Total","557286.00000","351967.00000","1344212.00000","0.41458192607","0.26183890636","856186.00000","1008240.00000","CDC State and National Vaccination Data","2021-04-10T17:26:44.774Z"
"2021-03-05","State","Maine","23","Total","Total","254027.00000","125573.00000","1344212.00000","0.18897837543","0.09341755616","382117.00000","503580.00000","CDC State and National Vaccination Data","2021-03-06T08:26:09.163Z"
"2021-02-01","State","Maine","23","Total","Total","109917.00000","34299.00000","1344212.00000","0.08177058381","0.02551606443","145786.00000","212125.00000","CDC State and National Vaccination Data","2021-02-02T12:25:34.606Z"
"2021-01-24","State","Maine","23","Total","Total","79310.00000","19151.00000","1344212.00000","0.05900110994","0.01424700866","99815.00000","178450.00000","CDC State and National Vaccination Data","2021-02-01T12:25:13.006Z"
"2021-06-19","State","Montana","30","Total","Total","503085.00000","443323.00000","1068778.00000","0.47071047495","0.41479427907","919169.00000","1102395.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-06-12","State","Montana","30","Total","Total","496661.00000","431854.00000","1068778.00000","0.46469987219","0.40406333214","901981.00000","1095505.00000","CDC State and National Vaccination Data","2021-06-13T09:25:24.794Z"
"2021-05-02","State","Montana","30","Total","Total","440422.00000","351930.00000","1068778.00000","0.41207996422","0.32928260125","772832.00000","999975.00000","CDC State and National Vaccination Data","2021-05-03T09:25:17.251Z"
"2021-04-28","State","Montana","30","Total","Total","429556.00000","331209.00000","1068778.00000","0.40191321303","0.30989503901","741564.00000","975905.00000","CDC State and National Vaccination Data","2021-04-29T09:25:15.234Z"
"2021-04-23","State","Montana","30","Total","Total","421707.00000","311968.00000","1068778.00000","0.39456931187","0.29189223581","714287.00000","939325.00000","CDC State and National Vaccination Data","2021-04-24T09:25:15.070Z"
"2021-04-21","State","Montana","30","Total","Total","414396.00000","303100.00000","1068778.00000","0.38772878933","0.28359490933","697964.00000","921715.00000","CDC State and National Vaccination Data","2021-04-22T09:25:29.436Z"
"2021-03-24","State","Montana","30","Total","Total","290203.00000","172922.00000","1068778.00000","0.27152785705","0.16179412376","455003.00000","589585.00000","CDC State and National Vaccination Data","2021-03-25T09:27:19.575Z"
"2021-03-17","State","Montana","30","Total","Total","257975.00000","154190.00000","1068778.00000","0.24137379325","0.14426756539","406867.00000","517205.00000","CDC State and National Vaccination Data","2021-03-18T09:26:28.212Z"
"2021-03-06","State","Montana","30","Total","Total","209655.00000","113254.00000","1068778.00000","0.19616328180","0.10596587879","324102.00000","411145.00000","CDC State and National Vaccination Data","2021-03-07T08:26:38.273Z"
"2021-03-05","State","Montana","30","Total","Total","204269.00000","107045.00000","1068778.00000","0.19112388167","0.10015644035","312296.00000","404125.00000","CDC State and National Vaccination Data","2021-03-06T08:26:09.163Z"
"2021-02-21","State","Montana","30","Total","Total","165472.00000","70876.00000","1068778.00000","0.15482354614","0.06631498777","237099.00000","259215.00000","CDC State and National Vaccination Data","2021-02-22T08:25:20.440Z"
"2021-02-07","State","Montana","30","Total","Total","101262.00000","36195.00000","1068778.00000","0.09474558795","0.03386577942","137765.00000","163675.00000","CDC State and National Vaccination Data","2021-02-08T08:25:22.212Z"
"2021-02-02","State","Montana","30","Total","Total","81420.00000","25824.00000","1068778.00000","0.07618046030","0.02416217400","107324.00000","141650.00000","CDC State and National Vaccination Data","2021-02-03T08:25:20.455Z"
"2021-06-14","State","New Hampshire","33","Total","Total","830819.00000","723087.00000","1359711.00000","0.61102616659","0.53179462400","1470698.00000","1781735.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-05-26","State","New Hampshire","33","Total","Total","878686.00000","562776.00000","1359711.00000","0.64622997093","0.41389383479","1350309.00000","1686955.00000","CDC State and National Vaccination Data","2021-05-27T09:25:29.970Z"
"2021-05-17","State","New Hampshire","33","Total","Total","815221.00000","483812.00000","1359711.00000","0.59955461124","0.35581972934","1214150.00000","1524445.00000","CDC State and National Vaccination Data","2021-05-18T09:25:22.041Z"
"2021-04-12","State","New Hampshire","33","Total","Total","711212.00000","339822.00000","1359711.00000","0.52306115049","0.24992222612","978713.00000","1003555.00000","CDC State and National Vaccination Data","2021-04-13T09:25:23.488Z"
"2021-05-14","State","Maine","23","Total","Total","785948.00000","645605.00000","1344212.00000","0.58469051013","0.48028510384","1337725.00000","1608860.00000","CDC State and National Vaccination Data","2021-05-15T09:25:22.293Z"
"2021-06-14","State","Montana","30","Total","Total","497668.00000","433395.00000","1068778.00000","0.46564206973","0.40550516571","904328.00000","1095505.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-04-02","State","New Hampshire","33","Total","Total","509351.00000","252302.00000","1359711.00000","0.37460239713","0.18555560704","721042.00000","828725.00000","CDC State and National Vaccination Data","2021-04-03T09:26:31.177Z"
"2021-01-26","State","New Hampshire","33","Total","Total","81417.00000","15542.00000","1359711.00000","0.05987816529","0.01143037013","97002.00000","180525.00000","CDC State and National Vaccination Data","2021-02-01T12:27:22.200Z"
"2021-01-19","State","New Hampshire","33","Total","Total","64402.00000","7120.00000","1359711.00000","0.04736447672","0.00523640685","71556.00000","127225.00000","CDC State and National Vaccination Data","2021-01-20T10:04:32.264Z"
"2021-06-17","State","New Mexico","35","Total","Total","1259214.00000","1076745.00000","2096829.00000","0.60053251839","0.51351111607","2262337.00000","2332335.00000","CDC State and National Vaccination Data","2021-06-18T09:25:15.964Z"
"2021-05-13","State","New Mexico","35","Total","Total","1123386.00000","902795.00000","2096829.00000","0.53575470389","0.43055251525","1970066.00000","2157365.00000","CDC State and National Vaccination Data","2021-05-14T09:25:23.273Z"
"2021-04-30","State","New Mexico","35","Total","Total","1066741.00000","779361.00000","2096829.00000","0.50874010232","0.37168553087","1794170.00000","2056105.00000","CDC State and National Vaccination Data","2021-05-01T13:25:22.318Z"
"2021-04-20","State","New Mexico","35","Total","Total","1010627.00000","685850.00000","2096829.00000","0.48197874028","0.32708914270","1643816.00000","1921825.00000","CDC State and National Vaccination Data","2021-04-21T09:25:29.727Z"
"2021-04-11","State","New Mexico","35","Total","Total","936846.00000","615420.00000","2096829.00000","0.44679179847","0.29350032835","1502885.00000","1710565.00000","CDC State and National Vaccination Data","2021-04-12T09:26:37.000Z"
"2021-04-05","State","New Mexico","35","Total","Total","863155.00000","549244.00000","2096829.00000","0.41164777862","0.26194029175","1374022.00000","1514445.00000","CDC State and National Vaccination Data","2021-04-06T09:27:14.449Z"
"2021-05-27","State","Vermont","50","Total","Total","433173.00000","333208.00000","623989.00000","0.69419973750","0.53399659289","751854.00000","880340.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-19","State","Vermont","50","Total","Total","410604.00000","301979.00000","623989.00000","0.65803083067","0.48394923628","692516.00000","839700.00000","CDC State and National Vaccination Data","2021-05-20T09:25:24.524Z"
"2021-05-14","State","Vermont","50","Total","Total","397152.00000","282876.00000","623989.00000","0.63647275833","0.45333491456","660666.00000","796140.00000","CDC State and National Vaccination Data","2021-05-15T09:25:22.293Z"
"2021-05-07","State","Vermont","50","Total","Total","371158.00000","256757.00000","623989.00000","0.59481497270","0.41147680488","611581.00000","742300.00000","CDC State and National Vaccination Data","2021-05-08T09:25:25.731Z"
"2021-04-19","State","Vermont","50","Total","Total","298921.00000","197369.00000","623989.00000","0.47904850887","0.31630205020","482794.00000","570360.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-11","State","Vermont","50","Total","Total","258219.00000","163581.00000","623989.00000","0.41381979490","0.26215365976","416718.00000","515960.00000","CDC State and National Vaccination Data","2021-04-12T09:26:37.000Z"
"2021-04-07","State","Vermont","50","Total","Total","238117.00000","142678.00000","623989.00000","0.38160448341","0.22865467180","379673.00000","481990.00000","CDC State and National Vaccination Data","2021-04-08T09:26:27.246Z"
"2021-04-05","State","Vermont","50","Total","Total","232419.00000","138468.00000","623989.00000","0.37247291218","0.22190775799","370232.00000","457350.00000","CDC State and National Vaccination Data","2021-04-06T09:27:14.449Z"
"2021-04-01","State","Vermont","50","Total","Total","212105.00000","119943.00000","623989.00000","0.33991785112","0.19221973464","333676.00000","432900.00000","CDC State and National Vaccination Data","2021-04-02T09:26:52.096Z"
"2021-03-22","State","Vermont","50","Total","Total","179725.00000","94166.00000","623989.00000","0.28802591071","0.15090971155","277420.00000","342960.00000","CDC State and National Vaccination Data","2021-03-23T09:25:23.894Z"
"2021-03-05","State","Vermont","50","Total","Total","117433.00000","61881.00000","623989.00000","0.18819722784","0.09917001742","179580.00000","253300.00000","CDC State and National Vaccination Data","2021-03-06T08:26:09.163Z"
"2021-02-09","State","Vermont","50","Total","Total","64864.00000","28010.00000","623989.00000","0.10395055041","0.04488861182","93037.00000","129875.00000","CDC State and National Vaccination Data","2021-02-10T08:25:20.460Z"
"2021-01-29","State","Vermont","50","Total","Total","47485.00000","14168.00000","623989.00000","0.07609909790","0.02270552846","61737.00000","99750.00000","CDC State and National Vaccination Data","2021-01-30T12:25:31.742Z"
"2021-01-22","State","Vermont","50","Total","Total","38432.00000","7954.00000","623989.00000","0.06159082933","0.01274701958","46447.00000","84825.00000","CDC State and National Vaccination Data","2021-02-01T12:23:42.678Z"
"2021-06-03","State","Wisconsin","55","Total","Total","2986707.00000","2606191.00000","5822434.00000","0.51296536809","0.44761194373","5501966.00000","5943555.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-05-21","State","Wisconsin","55","Total","Total","2863500.00000","2481971.00000","5822434.00000","0.49180463016","0.42627722358","5267108.00000","5806725.00000","CDC State and National Vaccination Data","2021-05-22T13:25:16.271Z"
"2021-05-08","State","Wisconsin","55","Total","Total","2735459.00000","2249889.00000","5822434.00000","0.46981365525","0.38641726123","4917970.00000","5555605.00000","CDC State and National Vaccination Data","2021-05-09T09:25:14.746Z"
"2021-05-06","State","Wisconsin","55","Total","Total","2713044.00000","2183603.00000","5822434.00000","0.46596389070","0.37503267534","4830952.00000","5466295.00000","CDC State and National Vaccination Data","2021-05-07T09:25:26.531Z"
"2021-05-01","State","Wisconsin","55","Total","Total","2674704.00000","2092154.00000","5822434.00000","0.45937901572","0.35932635733","4700739.00000","5279725.00000","CDC State and National Vaccination Data","2021-05-02T13:25:21.379Z"
"2021-04-26","State","Wisconsin","55","Total","Total","2610847.00000","1948128.00000","5822434.00000","0.44841160930","0.33458996701","4490374.00000","5004705.00000","CDC State and National Vaccination Data","2021-04-27T09:26:09.124Z"
"2021-04-22","State","Wisconsin","55","Total","Total","2523931.00000","1790190.00000","5822434.00000","0.43348383168","0.30746419796","4240048.00000","4783195.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-04-18","State","Wisconsin","55","Total","Total","2460671.00000","1679214.00000","5822434.00000","0.42261895970","0.28840412790","4061288.00000","4542495.00000","CDC State and National Vaccination Data","2021-04-19T13:25:14.522Z"
"2021-04-07","State","Wisconsin","55","Total","Total","2079944.00000","1260412.00000","5822434.00000","0.35722929620","0.21647510302","3294426.00000","3865215.00000","CDC State and National Vaccination Data","2021-04-08T09:26:27.246Z"
"2021-04-06","State","Wisconsin","55","Total","Total","2057082.00000","1244042.00000","5822434.00000","0.35330275964","0.21366356407","3259060.00000","3854645.00000","CDC State and National Vaccination Data","2021-04-07T09:26:43.698Z"
"2021-04-02","State","Wisconsin","55","Total","Total","1938854.00000","1144235.00000","5822434.00000","0.33299716236","0.19652176392","3049407.00000","3449245.00000","CDC State and National Vaccination Data","2021-04-03T09:26:31.177Z"
"2021-03-25","State","Wisconsin","55","Total","Total","1647536.00000","948879.00000","5822434.00000","0.28296344793","0.16296947290","2576727.00000","2923795.00000","CDC State and National Vaccination Data","2021-03-26T09:26:54.453Z"
"2021-03-18","State","Wisconsin","55","Total","Total","1405196.00000","802989.00000","5822434.00000","0.24134167944","0.13791294156","2210128.00000","2548695.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-04-16","State","Montana","30","Total","Total","402846.00000","282968.00000","1068778.00000","0.37692205491","0.26475844376","666324.00000","874115.00000","CDC State and National Vaccination Data","2021-04-17T09:25:15.895Z"
"2021-05-29","State","Connecticut","09","Total","Total","2245018.00000","1893039.00000","3565287.00000","0.62968787646","0.53096398691","4009308.00000","4551515.00000","CDC State and National Vaccination Data","2021-05-30T09:25:16.468Z"
"2021-05-18","State","Connecticut","09","Total","Total","2127484.00000","1745551.00000","3565287.00000","0.59672166645","0.48959620923","3753824.00000","4282495.00000","CDC State and National Vaccination Data","2021-05-19T09:25:11.206Z"
"2021-05-07","State","Connecticut","09","Total","Total","2025677.00000","1522810.00000","3565287.00000","0.56816660202","0.42712129486","3437201.00000","4034395.00000","CDC State and National Vaccination Data","2021-05-08T09:25:25.731Z"
"2021-04-28","State","Connecticut","09","Total","Total","1923029.00000","1327319.00000","3565287.00000","0.53937565195","0.37228952396","3147007.00000","3800005.00000","CDC State and National Vaccination Data","2021-04-29T09:25:15.234Z"
"2021-04-19","State","Connecticut","09","Total","Total","1762218.00000","1147703.00000","3565287.00000","0.49427100820","0.32191041002","2808703.00000","3395165.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-15","State","Connecticut","09","Total","Total","1654786.00000","1058759.00000","3565287.00000","0.46413823067","0.29696318978","2612551.00000","3247275.00000","CDC State and National Vaccination Data","2021-04-16T09:25:26.588Z"
"2021-03-27","State","Connecticut","09","Total","Total","1178160.00000","664680.00000","3565287.00000","0.33045306030","0.18643099419","1813854.00000","2211275.00000","CDC State and National Vaccination Data","2021-03-28T09:25:42.542Z"
"2021-03-22","State","Connecticut","09","Total","Total","1079370.00000","603624.00000","3565287.00000","0.30274421106","0.16930586514","1658338.00000","1899395.00000","CDC State and National Vaccination Data","2021-03-23T09:25:23.894Z"
"2021-03-18","State","Connecticut","09","Total","Total","993878.00000","543501.00000","3565287.00000","0.27876521582","0.15244242609","1514945.00000","1820525.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-02-23","State","Connecticut","09","Total","Total","602697.00000","279804.00000","3565287.00000","0.16904585802","0.07848007748","892882.00000","1025755.00000","CDC State and National Vaccination Data","2021-02-24T12:25:29.944Z"
"2021-02-18","State","Connecticut","09","Total","Total","525133.00000","231795.00000","3565287.00000","0.14729052668","0.06501440137","767183.00000","922075.00000","CDC State and National Vaccination Data","2021-02-19T12:25:26.212Z"
"2021-02-17","State","Connecticut","09","Total","Total","509165.00000","218777.00000","3565287.00000","0.14281178486","0.06136308241","738191.00000","916075.00000","CDC State and National Vaccination Data","2021-02-18T08:25:13.866Z"
"2021-01-25","State","Connecticut","09","Total","Total","282674.00000","42421.00000","3565287.00000","0.07928506176","0.01189834086","331264.00000","492850.00000","CDC State and National Vaccination Data","2021-02-01T12:25:56.385Z"
"2021-06-15","State","Delaware","10","Total","Total","551054.00000","453498.00000","973764.00000","0.56590097806","0.46571653912","990471.00000","1258695.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-06-14","State","Delaware","10","Total","Total","549982.00000","450620.00000","973764.00000","0.56480009530","0.46276099753","986548.00000","1257145.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-06-09","State","Delaware","10","Total","Total","543897.00000","437636.00000","973764.00000","0.55855114792","0.44942717127","967452.00000","1250745.00000","CDC State and National Vaccination Data","2021-06-10T13:25:23.153Z"
"2021-06-05","State","Delaware","10","Total","Total","537788.00000","427919.00000","973764.00000","0.55227755390","0.43944836737","951496.00000","1247985.00000","CDC State and National Vaccination Data","2021-06-06T09:25:26.368Z"
"2021-05-28","State","Delaware","10","Total","Total","526576.00000","414617.00000","973764.00000","0.54076347041","0.42578797327","927664.00000","1208975.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-04-23","State","Delaware","10","Total","Total","428683.00000","275559.00000","973764.00000","0.44023295172","0.28298335120","694722.00000","893875.00000","CDC State and National Vaccination Data","2021-04-24T09:25:15.070Z"
"2021-04-11","State","Delaware","10","Total","Total","369664.00000","209192.00000","973764.00000","0.37962381029","0.21482823354","576112.00000","729185.00000","CDC State and National Vaccination Data","2021-04-12T09:26:37.000Z"
"2021-03-19","State","Delaware","10","Total","Total","231420.00000","127182.00000","973764.00000","0.23765511972","0.13060864850","362023.00000","477905.00000","CDC State and National Vaccination Data","2021-03-20T09:25:36.418Z"
"2021-02-20","State","Delaware","10","Total","Total","133187.00000","46527.00000","973764.00000","0.13677544046","0.04778057106","180600.00000","204200.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-02","State","Delaware","10","Total","Total","85143.00000","18040.00000","973764.00000","0.08743699705","0.01852604943","103770.00000","143775.00000","CDC State and National Vaccination Data","2021-02-03T08:25:20.455Z"
"2021-01-28","State","Delaware","10","Total","Total","68959.00000","13121.00000","973764.00000","0.07081695359","0.01347451744","82289.00000","141825.00000","CDC State and National Vaccination Data","2021-01-29T12:25:22.707Z"
"2021-01-27","State","Delaware","10","Total","Total","64952.00000","12352.00000","973764.00000","0.06670199350","0.01268479837","77449.00000","140850.00000","CDC State and National Vaccination Data","2021-02-01T12:28:06.061Z"
"2021-01-22","State","Delaware","10","Total","Total","45292.00000","8847.00000","973764.00000","0.04651229661","0.00908536360","54257.00000","116325.00000","CDC State and National Vaccination Data","2021-02-01T12:23:01.826Z"
"2021-06-08","State","Idaho","16","Total","Total","681257.00000","597942.00000","1787065.00000","0.38121556854","0.33459443277","1257553.00000","1626965.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-05-30","State","Idaho","16","Total","Total","671676.00000","585003.00000","1787065.00000","0.37585426383","0.32735406938","1236617.00000","1610265.00000","CDC State and National Vaccination Data","2021-06-01T09:25:44.928Z"
"2021-04-22","State","Idaho","16","Total","Total","583492.00000","433065.00000","1787065.00000","0.32650854893","0.24233309924","1004155.00000","1350455.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-03-30","State","Idaho","16","Total","Total","454535.00000","289287.00000","1787065.00000","0.25434721177","0.16187827527","740943.00000","942735.00000","CDC State and National Vaccination Data","2021-03-31T09:25:13.761Z"
"2021-06-10","State","Iowa","19","Total","Total","1579875.00000","1427923.00000","3155070.00000","0.50074166342","0.45258044988","2914925.00000","3385475.00000","CDC State and National Vaccination Data","2021-06-11T13:25:22.585Z"
"2021-06-08","State","Iowa","19","Total","Total","1574403.00000","1416779.00000","3155070.00000","0.49900731204","0.44904835709","2898995.00000","3370865.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-05-29","State","Iowa","19","Total","Total","1547479.00000","1373422.00000","3155070.00000","0.49047374543","0.43530634820","2830985.00000","3326855.00000","CDC State and National Vaccination Data","2021-05-30T09:25:16.468Z"
"2021-05-27","State","Iowa","19","Total","Total","1537535.00000","1360138.00000","3155070.00000","0.48732199286","0.43109598202","2808476.00000","3242665.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-25","State","Iowa","19","Total","Total","1528188.00000","1348285.00000","3155070.00000","0.48435945954","0.42733917156","2788244.00000","3226145.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-03-22","State","Iowa","19","Total","Total","846801.00000","513482.00000","3155070.00000","0.26839372819","0.16274821161","1324891.00000","1482225.00000","CDC State and National Vaccination Data","2021-03-23T09:25:23.894Z"
"2021-04-21","State","Iowa","19","Total","Total","1309687.00000","920481.00000","3155070.00000","0.41510552856","0.29174661735","2149867.00000","2574135.00000","CDC State and National Vaccination Data","2021-04-22T09:25:29.436Z"
"2021-03-16","State","Iowa","19","Total","Total","755782.00000","428963.00000","3155070.00000","0.23954523988","0.13595989946","1155003.00000","1342995.00000","CDC State and National Vaccination Data","2021-03-17T09:25:27.953Z"
"2021-02-28","State","Iowa","19","Total","Total","530741.00000","175777.00000","3155070.00000","0.16821845474","0.05571255154","713054.00000","901745.00000","CDC State and National Vaccination Data","2021-03-01T08:25:19.651Z"
"2021-06-17","State","Louisiana","22","Total","Total","1730099.00000","1552326.00000","4648794.00000","0.37216082279","0.33392015219","3247015.00000","3993450.00000","CDC State and National Vaccination Data","2021-06-18T09:25:15.964Z"
